1	311.97
2	147.55
3	108.439
4	84.5742
5	68.1821
6	58.7955
7	51.1106
8	44.7625
9	39.8678
10	36.0469
11	32.9468
12	30.4537
13	28.4767
14	26.8834
15	25.5326
16	24.295
17	23.0625
18	21.7598
19	20.3529
20	18.8527
21	17.2962
22	15.7355
23	14.2236
24	12.8037
25	11.5055
26	10.3451
27	9.32536
28	8.4424
29	7.68415
30	7.03545
31	6.48047
32	6.00278
33	5.59219
34	5.2366
35	4.92693
36	4.65596
37	4.41807
38	4.20886
39	4.02492
40	3.86355
41	3.72163
42	3.59925
43	3.49426
44	3.40538
45	3.33147
46	3.27153
47	3.22455
48	3.18953
49	3.16536
50	3.15094
51	3.14517
52	3.14689
53	3.15482
54	3.1674
55	3.18374
56	3.20237
57	3.22217
58	3.24217
59	3.26159
60	3.27972
61	3.29589
62	3.30938
63	3.31924
64	3.32432
65	3.32322
66	3.3144
67	3.29638
68	3.2679
69	3.22814
70	3.17678
71	3.11406
72	3.04084
73	2.95857
74	2.86907
75	2.77441
76	2.67673
77	2.57802
78	2.47993
79	2.38366
80	2.28986
81	2.19874
82	2.11006
83	2.02324
84	1.93754
85	1.85217
86	1.76642
87	1.67979
88	1.59204
89	1.5032
90	1.41359
91	1.32375
92	1.2344
93	1.14639
94	1.06059
95	0.977892
96	0.899109
97	0.824993
98	0.756199
99	0.693291
100	0.636719
101	0.586824
102	0.543831
103	0.507859
104	0.478849
105	0.456536
106	0.440458
107	0.429956
108	0.42422
109	0.422351
110	0.423441
111	0.426629
112	0.431148
113	0.436347
114	0.441695
115	0.446776
116	0.451281
117	0.454988
118	0.457753
119	0.459492
120	0.460174
121	0.459802
122	0.458407
123	0.456041
124	0.452767
125	0.448655
126	0.443779
127	0.438214
128	0.432036
129	0.425318
130	0.418135
131	0.410558
132	0.402662
133	0.39452
134	0.386204
135	0.377788
136	0.369344
137	0.360943
138	0.352654
139	0.344542
140	0.336667
141	0.329084
142	0.321841
143	0.314979
144	0.30853
145	0.302517
146	0.296958
147	0.291857
148	0.287213
149	0.283019
150	0.279258
151	0.275911
152	0.272951
153	0.270352
154	0.268082
155	0.266111
156	0.264406
157	0.262938
158	0.261678
159	0.260597
160	0.259673
161	0.258881
162	0.258205
163	0.257626
164	0.257133
165	0.256714
166	0.256363
167	0.256073
168	0.255843
169	0.255672
170	0.255561
171	0.255514
172	0.255535
173	0.255632
174	0.255812
175	0.256085
176	0.256459
177	0.256947
178	0.257559
179	0.25831
180	0.259211
181	0.260278
