1	0.0041134
2	0.00125435
3	0.000498777
4	0.000297581
5	0.000214143
6	0.000167816
7	0.000136455
8	0.00011348
9	9.61486e-05
10	8.28476e-05
11	7.24655e-05
12	6.42043e-05
13	5.7494e-05
14	5.19328e-05
15	4.72404e-05
16	4.3221e-05
17	3.97355e-05
18	3.66835e-05
19	3.39899e-05
20	3.15974e-05
21	2.94609e-05
22	2.75442e-05
23	2.58178e-05
24	2.42572e-05
25	2.2842e-05
26	2.15547e-05
27	2.03807e-05
28	1.93073e-05
29	1.83236e-05
30	1.74201e-05
31	1.65888e-05
32	1.58222e-05
33	1.51142e-05
34	1.44593e-05
35	1.38523e-05
36	1.32892e-05
37	1.27658e-05
38	1.22787e-05
39	1.18249e-05
40	1.14014e-05
41	1.10058e-05
42	1.06357e-05
43	1.0289e-05
44	9.96383e-06
45	9.65849e-06
46	9.37136e-06
47	9.10101e-06
48	8.84611e-06
49	8.60547e-06
50	8.37797e-06
51	8.16261e-06
52	7.95846e-06
53	7.76468e-06
54	7.58048e-06
55	7.40517e-06
56	7.2381e-06
57	7.07865e-06
58	6.92631e-06
59	6.78055e-06
60	6.64093e-06
61	6.50704e-06
62	6.37847e-06
63	6.2549e-06
64	6.13598e-06
65	6.02143e-06
66	5.91097e-06
67	5.80435e-06
68	5.70135e-06
69	5.60175e-06
70	5.50535e-06
71	5.41197e-06
72	5.32146e-06
73	5.23365e-06
74	5.1484e-06
75	5.06558e-06
76	4.98508e-06
77	4.90676e-06
78	4.83054e-06
79	4.75631e-06
80	4.68398e-06
81	4.61347e-06
82	4.5447e-06
83	4.47758e-06
84	4.41206e-06
85	4.34807e-06
86	4.28554e-06
87	4.22442e-06
88	4.16467e-06
89	4.10621e-06
90	4.049e-06
91	3.99302e-06
92	3.9382e-06
93	3.88451e-06
94	3.83191e-06
95	3.78037e-06
96	3.72984e-06
97	3.68031e-06
98	3.63173e-06
99	3.58408e-06
100	3.53733e-06
101	3.49145e-06
102	3.44642e-06
103	3.40221e-06
104	3.3588e-06
105	3.31618e-06
106	3.27431e-06
107	3.23317e-06
108	3.19275e-06
109	3.15302e-06
110	3.11398e-06
111	3.0756e-06
112	3.03786e-06
113	3.00075e-06
114	2.96426e-06
115	2.92836e-06
116	2.89305e-06
117	2.85831e-06
118	2.82412e-06
119	2.79048e-06
120	2.75737e-06
121	2.72477e-06
122	2.69269e-06
123	2.6611e-06
124	2.63e-06
125	2.59937e-06
126	2.5692e-06
127	2.53948e-06
128	2.51021e-06
129	2.48138e-06
130	2.45296e-06
131	2.42497e-06
132	2.39738e-06
133	2.37019e-06
134	2.34339e-06
135	2.31697e-06
136	2.29093e-06
137	2.26526e-06
138	2.23995e-06
139	2.21498e-06
140	2.19037e-06
141	2.16609e-06
142	2.14215e-06
143	2.11853e-06
144	2.09524e-06
145	2.07225e-06
146	2.04958e-06
147	2.02721e-06
148	2.00513e-06
149	1.98335e-06
150	1.96185e-06
151	1.94063e-06
152	1.91969e-06
153	1.89902e-06
154	1.87862e-06
155	1.85847e-06
156	1.83858e-06
157	1.81895e-06
158	1.79956e-06
159	1.78042e-06
160	1.76151e-06
161	1.74284e-06
162	1.7244e-06
163	1.7062e-06
164	1.68821e-06
165	1.67044e-06
166	1.65289e-06
167	1.63555e-06
168	1.61843e-06
169	1.6015e-06
170	1.58478e-06
171	1.56826e-06
172	1.55194e-06
173	1.5358e-06
174	1.51986e-06
175	1.50411e-06
176	1.48854e-06
177	1.47315e-06
178	1.45794e-06
179	1.44291e-06
180	1.42805e-06
181	1.41336e-06
182	1.39884e-06
183	1.38448e-06
184	1.37029e-06
185	1.35626e-06
186	1.34239e-06
187	1.32867e-06
188	1.31511e-06
189	1.3017e-06
190	1.28844e-06
191	1.27533e-06
192	1.26237e-06
193	1.24954e-06
194	1.23686e-06
195	1.22432e-06
196	1.21192e-06
197	1.19965e-06
198	1.18752e-06
199	1.17552e-06
200	1.16365e-06
201	2.79618e-07
202	2.72882e-07
203	2.66278e-07
204	2.59835e-07
205	2.53552e-07
206	2.47423e-07
207	2.41443e-07
208	2.35611e-07
209	2.29922e-07
210	2.24372e-07
211	2.18957e-07
212	2.13674e-07
213	2.08523e-07
214	2.03496e-07
215	1.98592e-07
216	1.93811e-07
217	1.89142e-07
218	1.84591e-07
219	1.80149e-07
220	1.75817e-07
221	1.7159e-07
222	1.67466e-07
223	1.63447e-07
224	1.59518e-07
225	1.55693e-07
226	1.51955e-07
227	1.48311e-07
228	1.44757e-07
229	1.4129e-07
230	1.37906e-07
231	1.34605e-07
232	1.31384e-07
233	1.28244e-07
234	1.25179e-07
235	1.22188e-07
236	1.1927e-07
237	1.16425e-07
238	1.13648e-07
239	1.1094e-07
240	1.08299e-07
241	1.05719e-07
242	1.03204e-07
243	1.00749e-07
244	9.83556e-08
245	9.602e-08
246	9.37431e-08
247	9.15182e-08
248	8.93511e-08
249	8.72346e-08
250	8.51731e-08
251	8.31566e-08
252	8.11922e-08
253	7.92757e-08
254	7.74083e-08
255	7.55809e-08
256	7.38016e-08
257	7.20653e-08
258	7.03734e-08
259	6.87187e-08
260	6.71082e-08
261	6.55355e-08
262	6.40023e-08
263	6.25013e-08
264	6.10438e-08
265	5.96201e-08
266	5.82287e-08
267	5.68753e-08
268	5.55531e-08
269	5.42599e-08
270	5.30035e-08
271	5.17762e-08
272	5.05771e-08
273	4.94101e-08
274	4.82695e-08
275	4.71559e-08
276	4.6072e-08
277	4.50153e-08
278	4.39824e-08
279	4.29751e-08
280	4.19921e-08
281	4.10348e-08
282	4.01015e-08
283	3.91896e-08
284	3.82962e-08
285	3.74318e-08
286	3.65847e-08
287	3.5758e-08
288	3.49534e-08
289	3.4167e-08
290	3.3401e-08
291	3.26537e-08
292	3.19244e-08
293	3.12127e-08
294	3.05189e-08
295	2.98414e-08
296	2.91829e-08
297	2.85385e-08
298	2.79083e-08
299	2.7298e-08
300	2.67002e-08
