 239     0.091791 0 0
 240     0.090618 0 0
 241     0.089417 0 0
 242      0.08819 0 0
 243     0.086941 0 0
 244     0.085674 0 0
 245     0.084393 0 0
 246       0.0831 0 0
 247       0.0818 0 0
 248     0.080495 0 0
 249     0.079189 0 0
 250     0.077885 0 0
 251     0.076586 0 0
 252     0.075294 0 0
 253     0.074013 0 0
 254     0.072743 0 0
 255     0.071488 0 0
 256     0.070248 0 0
 257     0.069027 0 0
 258     0.067825 0 0
 259     0.066643 0 0
 260     0.065483 0 0
 261     0.064345 0 0
 262     0.063231 0 0
 263      0.06214 0 0
 264     0.061075 0 0
 265     0.060035 0 0
 266      0.05902 0 0
 267      0.05803 0 0
 268     0.057067 0 0
 269      0.05613 0 0
 270     0.055219 0 0
 271     0.054333 0 0
 272     0.053473 0 0
 273     0.052639 0 0
 274      0.05183 0 0
 275     0.051047 0 0
 276     0.050287 0 0
 277     0.049552 0 0
 278     0.048841 0 0
 279     0.048154 0 0
 280     0.047489 0 0
 281     0.046847 0 0
 282     0.046226 0 0
 283     0.045628 0 0
 284      0.04505 0 0
 285     0.044492 0 0
 286     0.043955 0 0
 287     0.043437 0 0
 288     0.042938 0 0
 289     0.042457 0 0
 290     0.041994 0 0
 291     0.041548 0 0
 292     0.041119 0 0
 293     0.040706 0 0
 294     0.040309 0 0
 295     0.039927 0 0
 296     0.039559 0 0
 297     0.039205 0 0
 298     0.038865 0 0
 299     0.038537 0 0
 300     0.038222 0 0
 301     0.037919 0 0
 302     0.037627 0 0
 303     0.037345 0 0
 304     0.037074 0 0
 305     0.036812 0 0
 306      0.03656 0 0
 307     0.036316 0 0
 308      0.03608 0 0
 309     0.035851 0 0
 310      0.03563 0 0
 311     0.035415 0 0
 312     0.035207 0 0
 313     0.035004 0 0
 314     0.034806 0 0
 315     0.034614 0 0
 316     0.034426 0 0
 317     0.034242 0 0
 318     0.034061 0 0
 319     0.033885 0 0
 320     0.033711 0 0
 321      0.03354 0 0
 322     0.033372 0 0
 323     0.033206 0 0
 324     0.033043 0 0
 325     0.032881 0 0
 326      0.03272 0 0
 327     0.032562 0 0
 328     0.032404 0 0
 329     0.032248 0 0
 330     0.032093 0 0
 331     0.031938 0 0
 332     0.031785 0 0
 333     0.031632 0 0
 334      0.03148 0 0
 335     0.031328 0 0
 336     0.031177 0 0
 337     0.031026 0 0
 338     0.030876 0 0
 339     0.030727 0 0
 340     0.030577 0 0
 341     0.030428 0 0
 342      0.03028 0 0
 343     0.030132 0 0
 344     0.029984 0 0
 345     0.029836 0 0
 346     0.029689 0 0
 347     0.029542 0 0
 348     0.029395 0 0
 349     0.029249 0 0
 350     0.029103 0 0
 351     0.028957 0 0
 352     0.028812 0 0
 353     0.028667 0 0
 354     0.028522 0 0
 355     0.028377 0 0
 356     0.028233 0 0
 357     0.028089 0 0
 358     0.027945 0 0
 359     0.027801 0 0
 360     0.027658 0 0
 361     0.027515 0 0
 362     0.027372 0 0
 363     0.027229 0 0
 364     0.027086 0 0
 365     0.026944 0 0
 366     0.026801 0 0
 367     0.026659 0 0
 368     0.026516 0 0
 369     0.026374 0 0
 370     0.026232 0 0
 371      0.02609 0 0
 372     0.025947 0 0
 373     0.025805 0 0
 374     0.025663 0 0
 375     0.025521 0 0
 376     0.025378 0 0
 377     0.025236 0 0
 378     0.025093 0 0
 379     0.024951 0 0
 380     0.024808 0 0
 381     0.024665 0 0
 382     0.024522 0 0
 383     0.024379 0 0
 384     0.024236 0 0
 385     0.024093 0 0
 386      0.02395 0 0
 387     0.023806 0 0
 388     0.023662 0 0
 389     0.023519 0 0
 390     0.023375 0 0
 391     0.023231 0 0
 392     0.023087 0 0
 393     0.022943 0 0
 394     0.022799 0 0
 395     0.022655 0 0
 396     0.022511 0 0
 397     0.022368 0 0
 398     0.022224 0 0
 399      0.02208 0 0
 400     0.021936 0 0
 401     0.021792 0 0
 402     0.021649 0 0
 403     0.021505 0 0
 404     0.021362 0 0
 405     0.021219 0 0
 406     0.021076 0 0
 407     0.020933 0 0
 408     0.020791 0 0
 409     0.020649 0 0
 410     0.020507 0 0
 411     0.020365 0 0
 412     0.020224 0 0
 413     0.020083 0 0
 414     0.019943 0 0
 415     0.019803 0 0
 416     0.019664 0 0
 417     0.019525 0 0
 418     0.019386 0 0
 419     0.019248 0 0
 420      0.01911 0 0
 421     0.018973 0 0
 422     0.018837 0 0
 423     0.018701 0 0
 424     0.018566 0 0
 425     0.018431 0 0
 426     0.018297 0 0
 427     0.018163 0 0
 428      0.01803 0 0
 429     0.017898 0 0
 430     0.017767 0 0
 431     0.017636 0 0
 432     0.017506 0 0
 433     0.017377 0 0
 434     0.017248 0 0
 435      0.01712 0 0
 436     0.016993 0 0
 437     0.016866 0 0
 438     0.016741 0 0
 439     0.016616 0 0
 440     0.016492 0 0
 441     0.016368 0 0
 442     0.016246 0 0
 443     0.016124 0 0
 444     0.016003 0 0
 445     0.015883 0 0
 446     0.015764 0 0
 447     0.015645 0 0
 448     0.015528 0 0
 449     0.015411 0 0
 450     0.015295 0 0
 451      0.01518 0 0
 452     0.015065 0 0
 453     0.014952 0 0
 454     0.014839 0 0
 455     0.014728 0 0
 456     0.014617 0 0
 457     0.014507 0 0
 458     0.014398 0 0
 459      0.01429 0 0
 460     0.014182 0 0
 461     0.014076 0 0
 462      0.01397 0 0
 463     0.013866 0 0
 464     0.013762 0 0
 465     0.013659 0 0
 466     0.013557 0 0
 467     0.013456 0 0
 468     0.013355 0 0
 469     0.013256 0 0
 470     0.013158 0 0
 471      0.01306 0 0
 472     0.012963 0 0
 473     0.012867 0 0
 474     0.012773 0 0
 475     0.012678 0 0
 476     0.012585 0 0
 477     0.012493 0 0
 478     0.012402 0 0
 479     0.012311 0 0
 480     0.012221 0 0
 481     0.012133 0 0
 482     0.012045 0 0
 483     0.011958 0 0
 484     0.011871 0 0
 485     0.011786 0 0
 486     0.011701 0 0
 487     0.011618 0 0
 488     0.011535 0 0
 489     0.011453 0 0
 490     0.011372 0 0
 491     0.011291 0 0
 492     0.011212 0 0
 493     0.011133 0 0
 494     0.011055 0 0
 495     0.010978 0 0
 496     0.010902 0 0
 497     0.010826 0 0
 498     0.010752 0 0
 499     0.010678 0 0
 500     0.010605 0 0
 501     0.010532 0 0
 502      0.01046 0 0
 503      0.01039 0 0
 504     0.010319 0 0
 505      0.01025 0 0
 506     0.010181 0 0
 507     0.010113 0 0
 508     0.010046 0 0
 509    0.0099795 0 0
 510    0.0099137 0 0
 511    0.0098485 0 0
 512     0.009784 0 0
 513    0.0097202 0 0
 514    0.0096571 0 0
 515    0.0095947 0 0
 516    0.0095329 0 0
 517    0.0094717 0 0
 518    0.0094112 0 0
 519    0.0093513 0 0
 520    0.0092921 0 0
 521    0.0092334 0 0
 522    0.0091754 0 0
 523    0.0091179 0 0
 524    0.0090611 0 0
 525    0.0090048 0 0
 526    0.0089491 0 0
 527     0.008894 0 0
 528    0.0088395 0 0
 529    0.0087855 0 0
 530     0.008732 0 0
 531    0.0086791 0 0
 532    0.0086267 0 0
 533    0.0085748 0 0
 534    0.0085235 0 0
 535    0.0084726 0 0
 536    0.0084223 0 0
 537    0.0083724 0 0
 538    0.0083231 0 0
 539    0.0082742 0 0
 540    0.0082257 0 0
 541    0.0081778 0 0
 542    0.0081303 0 0
 543    0.0080832 0 0
 544    0.0080366 0 0
 545    0.0079905 0 0
 546    0.0079447 0 0
 547    0.0078994 0 0
 548    0.0078545 0 0
 549      0.00781 0 0
 550    0.0077659 0 0
 551    0.0077222 0 0
 552    0.0076789 0 0
 553     0.007636 0 0
 554    0.0075935 0 0
 555    0.0075514 0 0
 556    0.0075096 0 0
 557    0.0074681 0 0
 558    0.0074271 0 0
 559    0.0073863 0 0
 560     0.007346 0 0
 561    0.0073059 0 0
 562    0.0072663 0 0
 563    0.0072269 0 0
 564    0.0071879 0 0
 565    0.0071491 0 0
 566    0.0071107 0 0
 567    0.0070727 0 0
 568    0.0070349 0 0
 569    0.0069974 0 0
 570    0.0069602 0 0
 571    0.0069234 0 0
 572    0.0068868 0 0
 573    0.0068505 0 0
 574    0.0068144 0 0
 575    0.0067787 0 0
 576    0.0067433 0 0
 577    0.0067081 0 0
 578    0.0066731 0 0
 579    0.0066385 0 0
 580    0.0066041 0 0
 581      0.00657 0 0
 582    0.0065361 0 0
 583    0.0065025 0 0
 584    0.0064691 0 0
 585     0.006436 0 0
 586    0.0064031 0 0
 587    0.0063704 0 0
 588     0.006338 0 0
 589    0.0063058 0 0
 590    0.0062739 0 0
 591    0.0062422 0 0
 592    0.0062107 0 0
 593    0.0061795 0 0
 594    0.0061484 0 0
 595    0.0061176 0 0
 596     0.006087 0 0
 597    0.0060567 0 0
 598    0.0060265 0 0
 599    0.0059966 0 0
 600    0.0059668 0 0
 601    0.0059373 0 0
 602     0.005908 0 0
 603    0.0058788 0 0
 604    0.0058499 0 0
 605    0.0058212 0 0
 606    0.0057927 0 0
 607    0.0057644 0 0
 608    0.0057362 0 0
 609    0.0057083 0 0
 610    0.0056806 0 0
 611     0.005653 0 0
 612    0.0056257 0 0
 613    0.0055985 0 0
 614    0.0055715 0 0
 615    0.0055447 0 0
 616    0.0055181 0 0
 617    0.0054916 0 0
 618    0.0054654 0 0
 619    0.0054393 0 0
 620    0.0054134 0 0
 621    0.0053876 0 0
 622    0.0053621 0 0
 623    0.0053367 0 0
 624    0.0053115 0 0
 625    0.0052864 0 0
 626    0.0052615 0 0
 627    0.0052368 0 0
 628    0.0052123 0 0
 629    0.0051879 0 0
 630    0.0051637 0 0
 631    0.0051396 0 0
 632    0.0051157 0 0
 633     0.005092 0 0
 634    0.0050684 0 0
 635     0.005045 0 0
 636    0.0050217 0 0
 637    0.0049986 0 0
 638    0.0049756 0 0
 639    0.0049528 0 0
 640    0.0049302 0 0
 641    0.0049077 0 0
 642    0.0048853 0 0
 643    0.0048631 0 0
 644     0.004841 0 0
 645    0.0048191 0 0
 646    0.0047973 0 0
 647    0.0047757 0 0
 648    0.0047542 0 0
 649    0.0047328 0 0
 650    0.0047116 0 0
 651    0.0046905 0 0
 652    0.0046696 0 0
 653    0.0046488 0 0
 654    0.0046281 0 0
 655    0.0046076 0 0
 656    0.0045872 0 0
 657    0.0045669 0 0
 658    0.0045468 0 0
 659    0.0045268 0 0
 660    0.0045069 0 0
 661    0.0044872 0 0
 662    0.0044675 0 0
 663     0.004448 0 0
 664    0.0044287 0 0
 665    0.0044094 0 0
 666    0.0043903 0 0
 667    0.0043713 0 0
 668    0.0043524 0 0
 669    0.0043336 0 0
 670     0.004315 0 0
 671    0.0042965 0 0
 672    0.0042781 0 0
 673    0.0042598 0 0
 674    0.0042416 0 0
 675    0.0042235 0 0
 676    0.0042056 0 0
 677    0.0041878 0 0
 678      0.00417 0 0
 679    0.0041524 0 0
 680    0.0041349 0 0
 681    0.0041175 0 0
 682    0.0041003 0 0
 683    0.0040831 0 0
 684     0.004066 0 0
 685    0.0040491 0 0
 686    0.0040322 0 0
 687    0.0040155 0 0
 688    0.0039988 0 0
 689    0.0039823 0 0
 690    0.0039658 0 0
 691    0.0039495 0 0
 692    0.0039333 0 0
 693    0.0039171 0 0
 694    0.0039011 0 0
 695    0.0038852 0 0
 696    0.0038693 0 0
 697    0.0038536 0 0
 698    0.0038379 0 0
 699    0.0038224 0 0
 700    0.0038069 0 0
 701    0.0037915 0 0
 702    0.0037763 0 0
 703    0.0037611 0 0
 704     0.003746 0 0
 705     0.003731 0 0
 706    0.0037161 0 0
 707    0.0037013 0 0
 708    0.0036866 0 0
 709     0.003672 0 0
 710    0.0036574 0 0
 711    0.0036429 0 0
 712    0.0036286 0 0
 713    0.0036143 0 0
 714    0.0036001 0 0
 715     0.003586 0 0
 716    0.0035719 0 0
 717     0.003558 0 0
 718    0.0035441 0 0
 719    0.0035303 0 0
 720    0.0035166 0 0
 721     0.003503 0 0
 722    0.0034895 0 0
 723     0.003476 0 0
 724    0.0034626 0 0
 725    0.0034493 0 0
 726    0.0034361 0 0
 727    0.0034229 0 0
 728    0.0034098 0 0
 729    0.0033968 0 0
 730    0.0033839 0 0
 731    0.0033711 0 0
 732    0.0033583 0 0
 733    0.0033456 0 0
 734     0.003333 0 0
 735    0.0033204 0 0
 736    0.0033079 0 0
 737    0.0032955 0 0
 738    0.0032832 0 0
 739    0.0032709 0 0
 740    0.0032587 0 0
 741    0.0032465 0 0
 742    0.0032345 0 0
 743    0.0032225 0 0
 744    0.0032105 0 0
 745    0.0031987 0 0
 746    0.0031869 0 0
 747    0.0031751 0 0
 748    0.0031634 0 0
 749    0.0031518 0 0
 750    0.0031403 0 0
 751    0.0031288 0 0
 752    0.0031174 0 0
 753     0.003106 0 0
 754    0.0030947 0 0
 755    0.0030835 0 0
 756    0.0030723 0 0
 757    0.0030612 0 0
 758    0.0030502 0 0
 759    0.0030392 0 0
 760    0.0030283 0 0
 761    0.0030174 0 0
 762    0.0030066 0 0
 763    0.0029958 0 0
 764    0.0029851 0 0
 765    0.0029745 0 0
 766    0.0029639 0 0
 767    0.0029533 0 0
 768    0.0029428 0 0
 769    0.0029324 0 0
 770     0.002922 0 0
 771    0.0029117 0 0
 772    0.0029015 0 0
 773    0.0028913 0 0
 774    0.0028811 0 0
 775     0.002871 0 0
 776    0.0028609 0 0
 777    0.0028509 0 0
 778     0.002841 0 0
 779    0.0028311 0 0
 780    0.0028212 0 0
 781    0.0028114 0 0
 782    0.0028017 0 0
 783     0.002792 0 0
 784    0.0027823 0 0
 785    0.0027727 0 0
 786    0.0027631 0 0
 787    0.0027536 0 0
 788    0.0027442 0 0
 789    0.0027347 0 0
 790    0.0027254 0 0
 791     0.002716 0 0
 792    0.0027068 0 0
 793    0.0026975 0 0
 794    0.0026883 0 0
 795    0.0026792 0 0
 796    0.0026701 0 0
 797     0.002661 0 0
 798     0.002652 0 0
 799     0.002643 0 0
 800    0.0026341 0 0
 801    0.0026252 0 0
 802    0.0026164 0 0
 803    0.0026076 0 0
 804    0.0025988 0 0
 805    0.0025901 0 0
 806    0.0025814 0 0
 807    0.0025728 0 0
 808    0.0025642 0 0
 809    0.0025557 0 0
 810    0.0025471 0 0
 811    0.0025387 0 0
 812    0.0025302 0 0
 813    0.0025218 0 0
 814    0.0025135 0 0
 815    0.0025051 0 0
 816    0.0024969 0 0
 817    0.0024886 0 0
 818    0.0024804 0 0
 819    0.0024723 0 0
 820    0.0024641 0 0
 821     0.002456 0 0
 822     0.002448 0 0
 823    0.0024399 0 0
 824     0.002432 0 0
 825     0.002424 0 0
 826    0.0024161 0 0
 827    0.0024082 0 0
 828    0.0024004 0 0
 829    0.0023926 0 0
 830    0.0023848 0 0
 831    0.0023771 0 0
 832    0.0023694 0 0
 833    0.0023617 0 0
 834    0.0023541 0 0
 835    0.0023465 0 0
 836    0.0023389 0 0
 837    0.0023314 0 0
 838    0.0023239 0 0
 839    0.0023164 0 0
 840     0.002309 0 0
 841    0.0023015 0 0
 842    0.0022942 0 0
 843    0.0022868 0 0
 844    0.0022795 0 0
 845    0.0022723 0 0
 846     0.002265 0 0
 847    0.0022578 0 0
 848    0.0022506 0 0
 849    0.0022435 0 0
 850    0.0022363 0 0
 851    0.0022293 0 0
 852    0.0022222 0 0
 853    0.0022152 0 0
 854    0.0022082 0 0
 855    0.0022012 0 0
 856    0.0021942 0 0
 857    0.0021873 0 0
 858    0.0021804 0 0
 859    0.0021736 0 0
 860    0.0021668 0 0
 861      0.00216 0 0
 862    0.0021532 0 0
 863    0.0021465 0 0
 864    0.0021397 0 0
 865    0.0021331 0 0
 866    0.0021264 0 0
 867    0.0021198 0 0
 868    0.0021132 0 0
 869    0.0021066 0 0
 870    0.0021001 0 0
 871    0.0020935 0 0
 872     0.002087 0 0
 873    0.0020806 0 0
 874    0.0020741 0 0
 875    0.0020677 0 0
 876    0.0020613 0 0
 877     0.002055 0 0
 878    0.0020486 0 0
 879    0.0020423 0 0
 880     0.002036 0 0
 881    0.0020298 0 0
 882    0.0020235 0 0
 883    0.0020173 0 0
 884    0.0020111 0 0
 885     0.002005 0 0
 886    0.0019988 0 0
 887    0.0019927 0 0
 888    0.0019866 0 0
 889    0.0019806 0 0
 890    0.0019745 0 0
 891    0.0019685 0 0
 892    0.0019625 0 0
 893    0.0019565 0 0
 894    0.0019506 0 0
 895    0.0019447 0 0
 896    0.0019388 0 0
 897    0.0019329 0 0
 898    0.0019271 0 0
 899    0.0019212 0 0
 900    0.0019154 0 0
 901    0.0019096 0 0
 902    0.0019039 0 0
 903    0.0018981 0 0
 904    0.0018924 0 0
 905    0.0018867 0 0
 906     0.001881 0 0
 907    0.0018754 0 0
 908    0.0018698 0 0
 909    0.0018642 0 0
 910    0.0018586 0 0
 911     0.001853 0 0
 912    0.0018475 0 0
 913    0.0018419 0 0
 914    0.0018364 0 0
 915     0.001831 0 0
 916    0.0018255 0 0
 917    0.0018201 0 0
 918    0.0018146 0 0
 919    0.0018092 0 0
 920    0.0018039 0 0
 921    0.0017985 0 0
 922    0.0017932 0 0
 923    0.0017878 0 0
 924    0.0017825 0 0
 925    0.0017773 0 0
 926     0.001772 0 0
 927    0.0017668 0 0
 928    0.0017615 0 0
 929    0.0017563 0 0
 930    0.0017512 0 0
 931     0.001746 0 0
 932    0.0017409 0 0
 933    0.0017357 0 0
 934    0.0017306 0 0
 935    0.0017255 0 0
 936    0.0017205 0 0
 937    0.0017154 0 0
 938    0.0017104 0 0
 939    0.0017054 0 0
 940    0.0017004 0 0
 941    0.0016954 0 0
 942    0.0016905 0 0
 943    0.0016855 0 0
 944    0.0016806 0 0
 945    0.0016757 0 0
 946    0.0016708 0 0
 947    0.0016659 0 0
 948    0.0016611 0 0
 949    0.0016563 0 0
 950    0.0016514 0 0
 951    0.0016466 0 0
 952    0.0016419 0 0
 953    0.0016371 0 0
 954    0.0016324 0 0
 955    0.0016276 0 0
 956    0.0016229 0 0
 957    0.0016182 0 0
 958    0.0016135 0 0
 959    0.0016089 0 0
 960    0.0016042 0 0
 961    0.0015996 0 0
 962     0.001595 0 0
 963    0.0015904 0 0
 964    0.0015858 0 0
 965    0.0015812 0 0
 966    0.0015767 0 0
 967    0.0015722 0 0
 968    0.0015676 0 0
 969    0.0015631 0 0
 970    0.0015586 0 0
 971    0.0015542 0 0
 972    0.0015497 0 0
 973    0.0015453 0 0
 974    0.0015409 0 0
 975    0.0015365 0 0
 976    0.0015321 0 0
 977    0.0015277 0 0
 978    0.0015233 0 0
 979     0.001519 0 0
 980    0.0015146 0 0
 981    0.0015103 0 0
 982     0.001506 0 0
 983    0.0015017 0 0
 984    0.0014975 0 0
 985    0.0014932 0 0
 986     0.001489 0 0
 987    0.0014847 0 0
 988    0.0014805 0 0
 989    0.0014763 0 0
 990    0.0014721 0 0
 991    0.0014679 0 0
 992    0.0014638 0 0
 993    0.0014596 0 0
 994    0.0014555 0 0
 995    0.0014514 0 0
 996    0.0014473 0 0
 997    0.0014432 0 0
 998    0.0014391 0 0
 999    0.0014351 0 0
1000     0.001431 0 0
1001     0.001427 0 0
1002     0.001423 0 0
1003     0.001419 0 0
1004     0.001415 0 0
1005     0.001411 0 0
1006     0.001407 0 0
1007    0.0014031 0 0
1008    0.0013991 0 0
1009    0.0013952 0 0
1010    0.0013913 0 0
1011    0.0013874 0 0
1012    0.0013835 0 0
1013    0.0013796 0 0
1014    0.0013758 0 0
1015    0.0013719 0 0
1016    0.0013681 0 0
1017    0.0013642 0 0
1018    0.0013604 0 0
1019    0.0013566 0 0
1020    0.0013528 0 0
1021    0.0013491 0 0
1022    0.0013453 0 0
1023    0.0013416 0 0
1024    0.0013378 0 0
1025    0.0013341 0 0
1026    0.0013304 0 0
1027    0.0013267 0 0
1028     0.001323 0 0
1029    0.0013193 0 0
1030    0.0013157 0 0
1031     0.001312 0 0
1032    0.0013084 0 0
1033    0.0013047 0 0
1034    0.0013011 0 0
1035    0.0012975 0 0
1036    0.0012939 0 0
1037    0.0012903 0 0
1038    0.0012868 0 0
1039    0.0012832 0 0
1040    0.0012796 0 0
1041    0.0012761 0 0
1042    0.0012726 0 0
1043    0.0012691 0 0
1044    0.0012656 0 0
1045    0.0012621 0 0
1046    0.0012586 0 0
1047    0.0012551 0 0
1048    0.0012517 0 0
1049    0.0012482 0 0
1050    0.0012448 0 0
1051    0.0012413 0 0
1052    0.0012379 0 0
1053    0.0012345 0 0
1054    0.0012311 0 0
1055    0.0012278 0 0
1056    0.0012244 0 0
1057     0.001221 0 0
1058    0.0012177 0 0
1059    0.0012143 0 0
1060     0.001211 0 0
1061    0.0012077 0 0
1062    0.0012044 0 0
1063    0.0012011 0 0
1064    0.0011978 0 0
1065    0.0011945 0 0
1066    0.0011912 0 0
1067     0.001188 0 0
1068    0.0011847 0 0
1069    0.0011815 0 0
1070    0.0011783 0 0
1071    0.0011751 0 0
1072    0.0011718 0 0
1073    0.0011686 0 0
1074    0.0011655 0 0
1075    0.0011623 0 0
1076    0.0011591 0 0
1077     0.001156 0 0
1078    0.0011528 0 0
1079    0.0011497 0 0
1080    0.0011465 0 0
1081    0.0011434 0 0
1082    0.0011403 0 0
1083    0.0011372 0 0
1084    0.0011341 0 0
1085    0.0011311 0 0
1086     0.001128 0 0
1087    0.0011249 0 0
1088    0.0011219 0 0
1089    0.0011188 0 0
1090    0.0011158 0 0
1091    0.0011128 0 0
1092    0.0011098 0 0
1093    0.0011067 0 0
1094    0.0011038 0 0
1095    0.0011008 0 0
1096    0.0010978 0 0
1097    0.0010948 0 0
1098    0.0010919 0 0
1099    0.0010889 0 0
1100     0.001086 0 0
1101     0.001083 0 0
1102    0.0010801 0 0
1103    0.0010772 0 0
1104    0.0010743 0 0
1105    0.0010714 0 0
1106    0.0010685 0 0
1107    0.0010656 0 0
1108    0.0010628 0 0
1109    0.0010599 0 0
1110     0.001057 0 0
1111    0.0010542 0 0
1112    0.0010514 0 0
1113    0.0010485 0 0
1114    0.0010457 0 0
1115    0.0010429 0 0
1116    0.0010401 0 0
1117    0.0010373 0 0
1118    0.0010345 0 0
1119    0.0010317 0 0
1120     0.001029 0 0
1121    0.0010262 0 0
1122    0.0010235 0 0
